geometry,event_uniq,crime_type,objectid,district,occurren_4,crimestopp,divisional,datecon
POINT (-79.396884587 43.650069476),GO-2016972424,Assault,39,d52,20,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d52/,
POINT (-79.406997489 43.651379377),GO-2016957161,Assault,40,d14,16,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d14/,
POINT (-79.401873665 43.651021374),GO-2016963188,Assault,41,d14,13,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d14/,
POINT (-79.377759025 43.651963494),GO-2016956105,Assault,42,d51,13,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.372365357 43.651527616),GO-2016963927,Assault,43,d51,15,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.39867951 43.652059898),GO-2016972329,Assault,44,d52,20,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d52/,
POINT (-79.380759109 43.652126291),GO-2016949370,Assault,45,d52,13,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d52/,
POINT (-79.451443795 43.652533487),GO-2016964041,Assault,46,d11,15,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d11/,
POINT (-79.369148083 43.653378002),GO-2016946131,Assault,47,d51,0,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.369148083 43.653378002),GO-2016952066,Assault,48,d51,20,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.386445867 43.653377145),GO-2016971243,Assault,49,d52,17,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d52/,
POINT (-79.435218997 43.653832154),GO-2016942306,Assault,50,d11,13,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d11/,
POINT (-79.381285849 43.653206776),GO-2016968735,Assault,51,d52,9,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d52/,
POINT (-79.381285849 43.653206776),GO-2016973324,Assault,52,d52,23,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d52/,
POINT (-79.467244455 43.653980821),GO-2016945429,Assault,53,d11,22,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d11/,
POINT (-79.406835662 43.654287149),GO-2016967501,Assault,54,d14,1,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d14/,
POINT (-79.406835662 43.654287149),GO-2016967989,Assault,55,d14,4,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d14/,
POINT (-79.406835662 43.654287149),GO-2016968080,Assault,56,d14,4,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d14/,
POINT (-79.380674889 43.655774072),GO-2016958341,Assault,57,d51,19,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.446344736 43.655203012),GO-2016938387,Assault,58,d11,22,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d11/,
POINT (-79.399315614 43.656102096),GO-2016934586,Assault,59,d14,12,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d/,
POINT (-79.401761417 43.656288424),GO-2016974304,Assault,60,d14,3,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d14/,
POINT (-79.37144422 43.655895837),GO-2016973090,Assault,61,d51,22,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.509124693 43.65729858),GO-2016947543,Assault,62,d22,8,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d22/,
POINT (-79.381225779 43.657037928),GO-2016959691,Assault,63,d51,23,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.367596697 43.65636823),GO-2016957687,Assault,64,d51,17,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.374566917 43.657067082),GO-2016945114,Assault,65,d51,20,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.374566917 43.657067082),GO-2016946095,Assault,66,d51,0,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.374566917 43.657067082),GO-2016959354,Assault,67,d51,21,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.344343663 43.657224909),GO-2016945859,Assault,68,d55,23,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d55/,
POINT (-79.353347826 43.658090705),GO-2016931467,Assault,69,d55,0,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d55/,
POINT (-79.337804449 43.658667533),GO-2016951635,Assault,70,d55,18,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d55/,
POINT (-79.367351867 43.659122998),GO-2016962195,Assault,71,d51,12,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.377042373 43.66017534),GO-2016943621,Assault,72,d51,16,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.377042373 43.66017534),GO-2016975737,Assault,73,d51,11,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.409769278 43.661514805),GO-2016936436,Assault,74,d14,10,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d14/,
POINT (-79.44264132 43.660870338),GO-2016959515,Assault,75,d11,22,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d11/,
POINT (-79.372236125 43.661226905),GO-2016960047,Assault,76,d51,0,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.351361056 43.662467326),GO-2016948333,Assault,77,d55,16,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d55/,
POINT (-79.379755504 43.662825966),GO-2016945446,Assault,78,d51,21,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.38378885 43.663021271),GO-2016951126,Assault,79,d51,18,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.38378885 43.663021271),GO-2016960966,Assault,80,d51,7,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.446881926 43.664633787),GO-2016939183,Assault,81,d11,3,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d11/,
POINT (-79.373777908 43.667295336),GO-2016965528,Assault,82,d51,0,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d51/,
POINT (-79.31259357 43.66724465),GO-2016949180,Assault,83,d55,12,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d55/,
POINT (-79.486100791 43.669503616),GO-2016973498,Assault,84,d12,0,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d12/,
POINT (-79.335345385 43.671829354),GO-2016945408,Assault,85,d55,21,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d55/,
POINT (-79.389460381 43.672928572),GO-2016974524,Assault,86,d53,4,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d53/,
POINT (-79.422431227 43.673983309),GO-2016944342,Assault,87,d13,12,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.340003681 43.676647307),GO-2016934485,Assault,88,d55,14,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d55/,
POINT (-79.358084788 43.675401748),GO-2016943642,Assault,89,d54,17,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.442083253 43.675544841),GO-2016937114,Assault,90,d13,18,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.320801549 43.676533345),GO-2016970626,Assault,91,d55,15,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d55/,
POINT (-79.463120812 43.676752224),GO-2016966133,Assault,92,d12,2,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d12/,
POINT (-79.477774813 43.678018366),GO-2016959924,Assault,93,d12,8,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d12/,
POINT (-79.39043249 43.679145763),GO-2016966008,Assault,94,d53,21,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d53/,
POINT (-79.426654026 43.679641815),GO-2016951854,Assault,95,d13,20,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.592851885 43.680814577),GO-2016967397,Assault,96,d23,1,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d23/,
POINT (-79.334861007 43.680948016),GO-2016933521,Assault,97,d54,10,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.427701224 43.681299847),GO-2016936067,Assault,98,d13,16,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.357517808 43.681940954),GO-2016957070,Assault,99,d54,13,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.562021399 43.682668445),GO-2016955571,Assault,100,d23,11,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d23/,
POINT (-79.267839198 43.685389155),GO-2016951281,Assault,101,d41,18,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d41/,
POINT (-79.347801156 43.684635938),GO-2016951107,Assault,102,d54,17,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.498823083 43.684476407),GO-2016977767,Assault,103,d12,23,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d12/,
POINT (-79.439667554 43.686915897),GO-2016953130,Assault,104,d13,1,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.360912043 43.685612161),GO-2016969032,Assault,105,d54,10,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.463363509 43.687230229),GO-2016945090,Assault,106,d13,20,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.467366266 43.688144907),GO-2016971696,Assault,107,d12,18,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d12/,
POINT (-79.434938805 43.687817943),GO-2016944344,Assault,108,d13,16,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.585982116 43.688131322),GO-2016951827,Assault,109,d23,20,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d23/,
POINT (-79.297900788 43.689040465),GO-2016961637,Assault,110,d54,9,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.327288544 43.692349206),GO-2016934952,Assault,111,d54,13,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.327288544 43.692349206),GO-2016964683,Assault,112,d54,15,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.486222189 43.69330562),GO-2016977453,Assault,113,d12,17,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d12/,
POINT (-79.291521342 43.693663948),GO-2016958512,Assault,114,d54,19,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.329065519 43.693895982),GO-2016948886,Assault,115,d54,12,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.446096903 43.69438484),GO-2016975252,Assault,116,d13,3,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.257491485 43.695525663),GO-2016948215,Assault,117,d41,10,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d41/,
POINT (-79.397344226 43.695092342),GO-2016950736,Assault,118,d53,16,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d53/,
POINT (-79.327654557 43.696187829),GO-2016942956,Assault,119,d54,17,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.435377284 43.697177345),GO-2016965268,Assault,120,d13,18,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.545961884 43.698359519),GO-2016958147,Assault,121,d23,11,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d23/,
POINT (-79.424765921 43.699022842),GO-2016955553,Assault,122,d13,12,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.519886826 43.699282891),GO-2016956646,Assault,123,d12,14,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d12/,
POINT (-79.50804317 43.698752321),GO-2016971663,Assault,124,d12,18,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d12/,
POINT (-79.473246514 43.704520035),GO-2016958153,Assault,125,d12,18,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d12/,
POINT (-79.452923162 43.705772845),GO-2016954360,Assault,126,d13,8,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.465000861 43.705337201),GO-2016965080,Assault,127,d13,18,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.247043718 43.705922287),GO-2016950773,Assault,128,d41,16,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d41/,
POINT (-79.364424526 43.709370893),GO-2016971738,Assault,129,d53,20,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d53/,
POINT (-79.281003255 43.712045649),GO-2016940109,Assault,130,d41,8,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d41/,
POINT (-79.565515122 43.709152148),GO-2016932501,Assault,131,d23,8,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d23/,
POINT (-79.248037314 43.710947443),GO-2016943172,Assault,132,d41,15,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d41/,
POINT (-79.334394981 43.70999645),GO-2016965592,Assault,133,d54,19,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.269269697 43.7127941),GO-2016952884,Assault,134,d41,0,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d41/,
POINT (-79.567880998 43.714151132),GO-2016975969,Assault,135,d23,12,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d23/,
POINT (-79.531506402 43.714090851),GO-2016938582,Assault,136,d31,23,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d31/,
POINT (-79.334185737 43.7149264),GO-2016958755,Assault,137,d54,20,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d54/,
POINT (-79.429005582 43.715950517),GO-2016945096,Assault,138,d13,20,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d13/,
POINT (-79.455516481 43.717640159),GO-2016943257,Assault,139,d32,15,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d32/,
POINT (-79.515968671 43.717505507),GO-2016945368,Assault,140,d31,21,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d31/,
POINT (-79.429413555 43.717629529),GO-2016934944,Assault,141,d32,13,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d32/,
POINT (-79.461719771 43.719186103),GO-2016978600,Assault,142,d32,20,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d32/,
POINT (-79.508634418 43.720915422),GO-2016932249,Assault,143,d31,5,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d31/,
POINT (-79.508634418 43.720915422),GO-2016976896,Assault,144,d31,15,https://www.tipsubmit.com/WebTips.aspx?AgencyID=312&HR=https://www.alphacomputer.ca/fb/boxes/leave-a-tip/index.html,http://www.torontopolice.on.ca/d31/,
